materials,RL,RL_z_xy,zin/z0,x,y,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample613,-4.822533959,-4.822533959,0.271041654,0.270737359,0.012839808,0.271041654,0.047389821,-0.573728682,0.015901299,0.573948998,3.113884035,0.573948998,0.573948998,0.162343236,-4.829141422,-2.845365859,-0.112558988,0.888057815,2.401778321,1,11.476,37.064,20.263,1.163,0.475,0.546703,0.408426483,752.2680672,3.06E-11,0.994752631,42.24132177,1.256261915,0.172453236,7.28465262,1.571682047,0.729375664,1.270802226,(37.064-20.263j),(1.163-0.475j),(0.1721801952015761+0.009700458088689783j),(6.578247137202339-3.1293495167703385j),(1.5716199451064192-0.013971555089854124j),(0.2707373594156965+0.0128398083262131j),(-0.7292626405843035+0.0128398083262131j),(1.2707373594156965+0.0128398083262131j),(-0.5737286824469128+0.015901298950849626j)
sample739,-3.664157107,-3.664157107,0.208168067,0.207878666,-0.010972881,0.208168067,-0.052736084,-0.655658814,-0.015040705,0.655831307,-3.118656841,0.655831307,0.655831307,0.152821309,-3.669886807,-2.675739434,-0.05326252,1.042144425,2.585513165,1,12.274,41.287,25.183,1.074,0.579,0.609949863,0.539106145,983.1716516,4.09E-11,0.917015579,48.36113996,1.220129911,0.158838132,7.681593155,1.310567326,0.792197331,1.207928506,(41.287-25.183j),(1.074-0.579j),(0.15878180988901222+0.004229559620588582j),(6.662137584812931-3.8239764903797537j),(1.3064417457151734-0.10390707970230556j),(0.20787866608781805-0.010972880921085768j),(-0.792121333912182-0.010972880921085768j),(1.207878666087818-0.010972880921085768j),(-0.6556588143156548-0.015040705267420367j)
sample547,-7.56580955,-7.56580955,0.438334171,0.418383522,0.130736658,0.438334171,0.302867029,-0.398177144,0.128874176,0.418513549,2.828572849,0.418513549,0.418513549,0.141112789,-8.167635901,-2.467848737,-0.039588868,0.47281295,2.023018516,1,8.83,50.386,13.199,1.236,0.272,0.261957687,0.220064725,351.7224611,2.02E-11,1.075590003,52.08610752,1.265574968,0.15587734,8.119043901,2.812045484,0.596129014,1.424395973,(50.386-13.199j),(1.236-0.272j),(0.1558468032783336+0.003085302263384698j),(7.893219934556531-1.9015659166278238j),(2.70013106328114+0.7854247561255431j),(0.4183835218671011+0.1307366579388073j),(-0.581616478132899+0.1307366579388073j),(1.418383521867101+0.1307366579388073j),(-0.3981771435046602+0.12887417551749777j)
sample726,-3.653297975,-3.653297975,0.210123244,0.207492285,-0.033147088,0.210123244,-0.15841241,-0.655078069,-0.045433845,0.656651743,-3.072347159,0.656651743,0.656651743,0.131359449,-3.70540539,-2.295210172,-0.083939923,0.775261855,2.303291893,1,11.77,51.849,23.754,1.008,0.363,0.458138055,0.360119048,728.4810605,3.04E-11,0.88083531,57.03131874,1.071369684,0.137060708,7.816752903,1.533066975,0.79320061,1.207947163,(51.849-23.754j),(1.008-0.363j),(0.13694001064688688+0.005750744000216256j),(7.236805785011575-2.954702687238939j),(1.5023911341508154-0.3051478837879097j),(0.20749228526827312-0.03314708765409545j),(-0.7925077147317269-0.03314708765409545j),(1.2074922852682732-0.03314708765409545j),(-0.6550780694215383-0.04543384542560296j)
sample1003,-1.50475118,-1.50475118,0.086440788,0.086404987,-0.002487562,0.086440788,-0.02878162,-0.84092446,-0.0042152,0.840935025,-3.136580117,0.840935025,0.840935025,0.085031563,-1.505387207,-1.480725175,-0.157921212,1.123099847,2.614139241,1,10.111,121.023,90.203,0.983,0.515,0.745337663,0.523906409,1459.66764,5.27E-11,0.679621033,150.940875,1.109736005,0.085744527,12.94235386,1.008120182,0.913598399,1.086407835,(121.023-90.203j),(0.983-0.515j),(0.08547736639952282+0.006763406601335933j),(10.954806879429755-6.891787124222678j),(1.0022745149858874-0.10840708968008915j),(0.08640498717632665-0.0024875624538845875j),(-0.9135950128236734-0.0024875624538845875j),(1.0864049871763266-0.0024875624538845875j),(-0.8409244600619021-0.004215200244238654j)
sample684,-4.632475924,-4.632475924,0.260744375,0.260548991,0.010092201,0.260744375,0.038715015,-0.586508596,0.012701897,0.586646122,3.119939242,0.586646122,0.586646122,0.133028509,-4.636648026,-2.324720421,0.218638279,0.794660983,2.473980123,1,10.09,49.418,14.64,0.946,0.525,0.296248331,0.554968288,610.739527,5.81E-11,1.086406412,51.54093833,1.081915431,0.144884023,7.467458504,1.799676522,0.739519877,1.26058939,(49.418-14.64j),(0.946-0.525j),(0.1440191541314736-0.015807068617808343j),(6.8857230743044475-2.8895941334396262j),(1.7799933505363956+0.26544162252859155j),(0.26054899064523107+0.010092200916682274j),(-0.7394510093547689+0.010092200916682274j),(1.2605489906452312+0.010092200916682274j),(-0.5865085964483123+0.012701897054555813j)
sample99,-8.460189752,-8.460189752,0.596864091,0.508906837,0.311866276,0.596864091,0.549789807,-0.271161278,0.262728171,0.377563943,2.371988781,0.377563943,0.377563943,0.187877983,-11.95632941,-3.303010969,0.204015315,0.409309757,2.081317415,1,12.127,25.056,2.581,1.099,0.348,0.103009259,0.316651501,278.1909276,2.38E-11,1.177778286,25.18858267,1.152781419,0.213929964,5.388592588,2.789997621,0.581750005,1.54079863,(25.056-2.581j),(1.099-0.348j),(0.21281789816761887-0.02178466834553228j),(5.276139027488039-1.0951196452362815j),(2.2180333546043474+1.6924582012572427j),(0.5089068371956352+0.3118662761187312j),(-0.49109316280436477+0.3118662761187312j),(1.5089068371956351+0.3118662761187312j),(-0.27116127800528445+0.26272817137910315j)
sample805,-5.690418989,-5.690418989,0.317566208,0.316557621,-0.025289704,0.317566208,-0.07972042,-0.518552832,-0.029169822,0.519372619,-3.085399512,0.519372619,0.519372619,0.130282273,-5.714238491,-2.276171884,-0.020420989,0.562925004,2.12271451,1,10.678,51.766,15.542,1.014,0.282,0.300235676,0.278106509,468.5862678,2.57E-11,0.968814074,54.04879758,1.052482779,0.139545065,7.542242947,2.275725117,0.683910121,1.316800493,(51.766-15.542j),(1.014-0.282j),(0.13953779053459947+0.0014247993856443893j),(7.245457496865761-2.0949401754914776j),(2.266528774892685-0.2043822880408743j),(0.31655762119005504-0.025289704091617266j),(-0.683442378809945-0.025289704091617266j),(1.316557621190055-0.025289704091617266j),(-0.518552831755511-0.029169822227659615j)
sample728,-3.618300325,-3.618300325,0.207455848,0.205498701,-0.028429081,0.207455848,-0.13746935,-0.658142241,-0.039103701,0.659302897,-3.082247148,0.659302897,0.659302897,0.13487155,-3.656955861,-2.357322301,-0.12344934,0.802334884,2.310610214,1,11.833,50.317,25.111,1.045,0.369,0.499055985,0.353110048,764.1093159,2.86E-11,0.873496678,56.23488961,1.108235535,0.140382545,7.894396934,1.477789473,0.795009765,1.205833873,(50.317-25.111j),(1.045-0.369j),(0.1401152059323866+0.008659565087412478j),(7.267627155809913-3.082709599664827j),(1.4485682301908163-0.29242402348776225j),(0.20549870074481433-0.028429081397669594j),(-0.7945012992551856-0.028429081397669594j),(1.2054987007448144-0.028429081397669594j),(-0.6581422414360893-0.03910370100073596j)
sample574,-4.462889708,-4.462889708,0.251583297,0.251420049,0.009061697,0.251583297,0.036026467,-0.598100605,0.011572056,0.598212543,3.122247058,0.598212543,0.598212543,0.1672283,-4.466325747,-2.932597009,0.130468369,1.096197785,2.731431969,1,9.922,39.761,20.845,1.182,0.832,0.524257438,0.703891709,872.3994006,6.00E-11,1.101881844,44.89377625,1.445457713,0.17943602,8.055560511,1.40207801,0.748634796,1.251452857,(39.761-20.845j),(1.182-0.832j),(0.17905435999325967-0.01169706218192564j),(6.875555146509758-4.197475023475043j),(1.3948958927836315+0.1417328287139893j),(0.2514200490502874+0.00906169694021483j),(-0.7485799509497126+0.00906169694021483j),(1.2514200490502874+0.00906169694021483j),(-0.5981006050285395+0.011572056380056173j)
sample407,-3.804080228,-3.804080228,0.53209141,0.264292718,0.461812329,0.53209141,1.050997578,-0.395692487,0.509809152,0.645351002,2.2308295,0.645351002,0.645351002,0.19608518,-10.30247319,-3.451041491,0.216573654,0.259356272,1.937643099,1,11.728,20.379,0.436,1.109,0.269,0.021394573,0.242560866,153.2197966,1.86E-11,1.344282275,20.38366348,1.141158184,0.236609296,4.822964275,2.248818698,0.86864022,1.345996547,(20.379-0.436j),(1.109-0.269j),(0.23522340677535683-0.02557162580728059j),(4.782468577823023-0.6236815676806268j),(0.8995173304282558+2.061080811069627j),(0.26429271817604755+0.46181232943823797j),(-0.7357072818239525+0.46181232943823797j),(1.2642927181760475+0.46181232943823797j),(-0.3956924868562853+0.5098091520011412j)
sample503,-4.58119788,-4.58119788,0.258695846,0.25788291,0.020492564,0.258695846,0.079297974,-0.58955123,0.025895876,0.590119691,3.097696144,0.590119691,0.590119691,0.160977267,-4.598487296,-2.820999761,-0.101965075,0.955616913,2.474634375,1,11.329,36.776,21.488,1.139,0.518,0.584294105,0.454784899,796.6470536,3.52E-11,1.02220018,42.59352439,1.251257368,0.171396337,7.300374046,1.509342911,0.742399973,1.258049825,(36.776-21.488j),(1.139-0.518j),(0.17117363657796128+0.008734435210486197j),(6.482767202594032-3.356961513486391j),(1.5087378826753934+0.04273199261221986j),(0.2578829101995942+0.020492563859490595j),(-0.7421170898004058+0.020492563859490595j),(1.2578829101995943+0.020492563859490595j),(-0.5895512299999875+0.02589587617780569j)
sample48,-2.386548881,-2.386548881,0.333757734,0.148954566,0.298675011,0.333757734,1.108174944,-0.630528389,0.423861916,0.759753231,2.54974641,0.759753231,0.759753231,0.159257222,-6.028895396,-2.790333293,0.219386697,0.304620097,1.984313446,1,10.09,24.295,1.036,0.977,0.262,0.042642519,0.268167861,159.0414235,2.72E-11,1.524666076,24.31707879,1.011520143,0.20395369,4.959557946,1.636438811,0.901934084,1.187140833,(24.295-1.036j),(0.977-0.262j),(0.20272787003340578-0.022327523730124373j),(4.902142287877185-0.7524732623779802j),(0.5656299185329684+1.535576366152084j),(0.14895456636603632+0.298675010555136j),(-0.8510454336339637+0.298675010555136j),(1.1489545663660363+0.298675010555136j),(-0.6305283887230098+0.42386191583936406j)
sample33,-3.121757062,-3.121757062,0.410714002,0.201417381,0.357934394,0.410714002,1.058238618,-0.528986975,0.455526143,0.698091173,2.43067288,0.698091173,0.698091173,0.179409596,-7.582257099,-3.150764464,0.197223114,0.318812921,1.987424478,1,9.481,24.922,1.517,1.205,0.318,0.060869914,0.263900415,175.8504632,2.31E-11,1.442555468,24.96812714,1.246253987,0.223413955,5.578228034,1.838354287,0.875129265,1.253603108,(24.922-1.517j),(1.205-0.318j),(0.22232856960906852-0.02199550920778318j),(5.507505424328998-0.8854445205733295j),(0.739432629119208+1.6830881949425727j),(0.2014173806437169+0.3579343937051644j),(-0.798582619356283+0.3579343937051644j),(1.201417380643717+0.3579343937051644j),(-0.5289869746511728+0.4555261431806748j)
sample930,-1.838374389,-1.838374389,0.105842445,0.105441093,0.009208638,0.105842445,0.087113397,-0.809107002,0.015070374,0.80924734,3.122968873,0.80924734,0.80924734,0.107427139,-1.845584095,-1.873429683,-0.180828899,1.342191681,2.821777231,1,11.434,109.107,104.015,1.457,0.956,0.953330217,0.656142759,2413.960481,3.94E-11,0.519897066,150.7430187,1.742637369,0.107518923,16.20772709,0.984407595,0.894606303,1.105479448,(109.107-104.015j),(1.457-0.956j),(0.10707975141688984+0.009708024819552189j),(12.692930639448322-10.078686879640918j),(0.9844022316837538-0.0032495751261567944j),(0.1054410932189057+0.009208637600889068j),(-0.8945589067810943+0.009208637600889068j),(1.1054410932189056+0.009208637600889068j),(-0.8091070023129997+0.015070374050435455j)
sample780,-5.422351647,-5.422351647,0.31832192,0.305120378,-0.090721549,0.31832192,-0.289005779,-0.52505674,-0.106009769,0.535651614,-2.942369352,0.535651614,0.535651614,0.143766259,-5.728842884,-2.514898854,-0.139172093,0.507626344,2.008040297,1,9.67,56.742,19.018,1.347,0.251,0.335166191,0.186340015,460.5711932,1.43E-11,0.886561863,59.84428868,1.370186119,0.151313761,9.055264416,2.103720886,0.700776775,1.308269698,(56.742-19.018j),(1.347-0.251j),(0.1509475620536133+0.010520830909848988j),(8.765151728289633-2.2737477476489665j),(1.96990732198885-0.7383134205994126j),(0.3051203783823777-0.0907215490282272j),(-0.6948796216176223-0.0907215490282272j),(1.3051203783823777-0.0907215490282272j),(-0.5250567399864605-0.10600976898314451j)
sample840,-3.607087742,-3.607087742,0.205954718,0.204807786,-0.021705223,0.205954718,-0.105584394,-0.659477235,-0.029896324,0.660154538,-3.096290303,0.660154538,0.660154538,0.146669377,-3.629714629,-2.566417666,-0.168829389,0.872949399,2.358534704,1,12.085,45.977,26.379,1.146,0.421,0.573743393,0.367364747,860.9125695,2.65E-11,0.854402201,53.00694455,1.220883696,0.151764698,8.044582922,1.357066044,0.795488387,1.205003285,(45.977-26.379j),(1.146-0.421j),(0.15122429332565449+0.012795960948957604j),(7.290383988106168-3.4008257370872164j),(1.3326448365539105-0.25629277913119536j),(0.20480778605521005-0.021705223121209236j),(-0.79519221394479-0.021705223121209236j),(1.20480778605521-0.021705223121209236j),(-0.659477235093543-0.029896323769791913j)
sample201,-9.047483143,-9.047483143,0.645765202,0.551594097,0.335792566,0.645765202,0.546841271,-0.231325728,0.266480793,0.352879023,2.285691601,0.352879023,0.352879023,0.189604346,-13.34153306,-3.334108767,0.160401931,0.383288391,2.033489357,1,11.959,25.691,2.875,1.148,0.32,0.111906893,0.278745645,264.8463165,2.03E-11,1.15402528,25.85136565,1.191765078,0.214710648,5.550563466,3.007606787,0.560200411,1.58751406,(25.691-2.875j),(1.148-0.32j),(0.21402048751074412-0.017201546817417087j),(5.448945897538453-1.0572338408796518j),(2.4354592870719083+1.7647199903325284j),(0.551594097465036+0.3357925657024427j),(-0.44840590253496404+0.3357925657024427j),(1.551594097465036+0.3357925657024427j),(-0.23132572751060573+0.2664807928386247j)
sample135,-2.996379046,-2.996379046,0.396846748,0.192089624,0.347259151,0.396846748,1.065530798,-0.546494725,0.450498381,0.708240973,2.452184445,0.708240973,0.708240973,0.178433218,-7.294421755,-3.133242091,0.19720545,0.324513684,1.993116409,1,9.313,24.945,1.59,1.21,0.323,0.063740229,0.266942149,176.3240369,2.37E-11,1.464864974,24.99562212,1.252369354,0.223838219,5.594975526,1.772917739,0.87937938,1.241638671,(24.945-1.59j),(1.21-0.323j),(0.22275096661731011-0.022035311413624793j),(5.521486717121137-0.9038448801343935j),(0.7012714105760463+1.6283291188716j),(0.19208962378510783+0.34725915128224666j),(-0.8079103762148921+0.34725915128224666j),(1.1920896237851077+0.34725915128224666j),(-0.5464947246961888+0.4504983810321957j)
sample28,-2.915871825,-2.915871825,0.393951223,0.186931221,0.346776995,0.393951223,1.076396459,-0.552497893,0.45358193,0.714835988,2.454197724,0.714835988,0.714835988,0.178107937,-7.23479996,-3.127405906,0.193207776,0.319977309,1.986581197,1,9.271,24.941,1.583,1.212,0.318,0.063469789,0.262376238,173.1260897,2.34E-11,1.470404472,24.99118585,1.253023543,0.223916545,5.595939978,1.759366302,0.883931628,1.23655166,(24.941-1.583j),(1.212-0.318j),(0.22287252738806043-0.021597579645495902j),(5.524474737006796-0.8914724447936129j),(0.6815562682028801+1.6219897776059355j),(0.18693122145757504+0.3467769953472342j),(-0.813068778542425+0.3467769953472342j),(1.1869312214575751+0.3467769953472342j),(-0.5524978934671336+0.4535819304831441j)
sample964,-1.636236882,-1.636236882,0.09392901,0.093912114,-0.001781528,0.09392901,-0.018967886,-0.828295591,-0.002977533,0.828300943,-3.137997898,0.828300943,0.828300943,0.11360308,-1.636538286,-1.982043701,-0.159433356,0.729201322,2.219484644,1,8.557,137.563,65.489,1.902,0.557,0.476065512,0.292849632,1110.633333,1.80E-11,0.541494475,152.3561226,1.981881177,0.114053561,17.37675837,0.823551753,0.906089637,1.093913565,(137.563-65.489j),(1.902-0.557j),(0.1136913623451927+0.00908234456924808j),(16.23451854178723-6.196139062644852j),(0.819544868364948-0.0811399973818572j),(0.09391211400199247-0.0017815279585791958j),(-0.9060878859980075-0.0017815279585791958j),(1.0939121140019925-0.0017815279585791958j),(-0.8282955914295607-0.0029775332688864583j)
sample231,-2.313469812,-2.313469812,0.320260531,0.143456861,0.286333611,0.320260531,1.106338649,-0.645876767,0.412144834,0.766172411,2.573616567,0.766172411,0.766172411,0.181474,-5.766343049,-3.187833802,0.282357458,0.342767445,2.053946174,1,8.914,20.123,0.608,1.179,0.381,0.030214183,0.323155216,159.0482535,3.07E-11,1.726218399,20.13218302,1.239032687,0.248082396,4.994440191,1.290944205,0.903135143,1.178762287,(20.123-0.608j),(1.179-0.381j),(0.24561418037922303-0.034907726895629834j),(4.921270253818562-0.8517816099913266j),(0.41010374491262735+1.2240718361041671j),(0.14345686053252135+0.2863336112237306j),(-0.8565431394674786+0.2863336112237306j),(1.1434568605325213+0.2863336112237306j),(-0.6458767673519631+0.41214483439773286j)
sample490,-4.468076194,-4.468076194,0.252596953,0.2517874,0.020207074,0.252596953,0.080082871,-0.597299166,0.025784524,0.597855447,3.098450913,0.597855447,0.597855447,0.14821925,-4.485129739,-2.593940049,-0.122504691,0.884136448,2.392884103,1,10.804,42.047,23.152,1.114,0.446,0.550621923,0.400359066,734.7951368,3.33E-11,1.013624172,47.99963868,1.199963333,0.158112062,7.589321867,1.597581799,0.748485418,1.251950487,(42.047-23.152j),(1.114-0.446j),(0.15781554879381055+0.00967867985534643j),(6.859751176144333-3.246786133796551j),(1.597298564900111+0.030081527467584118j),(0.2517874001333585+0.02020707420892534j),(-0.7482125998666416+0.02020707420892534j),(1.2517874001333584+0.02020707420892534j),(-0.5972991659675597+0.02578452441454711j)
sample773,-7.55709271,-7.55709271,0.413791964,0.410745664,-0.050117752,0.413791964,-0.121416333,-0.415903007,-0.05030097,0.418933765,-3.021233239,0.418933765,0.418933765,0.139060298,-7.646674826,-2.431479589,0.01955699,0.455788022,2.035566517,1,9.397,55.107,12.214,1.226,0.297,0.221641534,0.242251223,375.2593978,2.10E-11,0.970362022,56.44433758,1.261461454,0.149495046,8.438148858,2.767930941,0.591381824,1.411635618,(55.107-12.214j),(1.226-0.297j),(0.14948789904668894-0.0014618132633902332j),(8.219975065566839-1.9064013424619037j),(2.7507004766478196-0.3083643692905909j),(0.41074566403582247-0.05011775214648538j),(-0.5892543359641775-0.05011775214648538j),(1.4107456640358225-0.05011775214648538j),(-0.41590300743142644-0.05030097047181821j)
sample379,-3.049531846,-3.049531846,0.427339078,0.199473565,0.377927221,0.427339078,1.08514945,-0.516817766,0.477915262,0.703920167,2.395283057,0.703920167,0.703920167,0.191774209,-7.932592158,-3.37322556,0.238245679,0.293663535,1.982786375,1,10.594,20.241,0.561,1.138,0.31,0.027716022,0.272407733,158.6677746,2.26E-11,1.474091884,20.24877285,1.179467677,0.24134798,4.887000416,1.770634578,0.885252257,1.257603203,(20.241-0.561j),(1.138-0.31j),(0.2396376093496662-0.02868210976122818j),(4.834414187270544-0.7149912825221824j),(0.6345467744588317+1.6530266784141423j),(0.1994735646803691+0.377927221172723j),(-0.8005264353196309+0.377927221172723j),(1.1994735646803691+0.377927221172723j),(-0.5168177661476142+0.4779152623829117j)
